Title,Domain
American Journal of Artificial Intelligence,www.sciencepublishinggroup.com
Épistémologiques,www.revistas.usp.br
Revista Ciencias Estratégicas,revistas.upb.edu.co
SM Journal of Depression Research and Treatment,www.smjournals.com
Global Journal of Zoology,www.peertechz.com
IJEDO,onlineijedo.positivepress.net
Journal of Emerging Infectious Diseases,www.omicsonline.org
International Journal of Communications,www.naun.org
Journal of Dental and Maxillofacial Surgery,www.gratisoa.org
International Journal of Clinical & Experimental Otolaryngology,scidoc.org
Revista PAGMAR (Online),www.mar.mil.br
American Research Journal of Physics,www.arjonline.org
Frontiers of Contemporary Education,www.scholink.org
International Journal of Forensic Engineering and Management,www.inderscience.com
Global Journal of Allergy,www.peertechz.com
Insight - Material Science,insight.piscomed.com
sportlogia,sportlogia.com
Teatervitenskapelige studier,boap.uib.no
react/review a responsive journal for art and architecture,escholarship.org
Journal of Ophthalmology and Related Sciences,www.omicsonline.org
Legatio The Journal for Renaissance and Early Modern Diplomatic Studies,legatio-ihpan.edu.pl
Indonesia Prime,indonesiaprime.or.id
The Indonesian Journal of Dental Research,the-indonesian-jdr.fkg.ugm.ac.id
Acta Reumatológica,actareuma.com
Insights on the Depression and Anxiety,www.heighpubs.org
The Literacy Trek,dergipark.gov.tr
International Journal of Geology,www.naun.org
Pannoniana,hrcak.srce.hr
Power and Electrical Engineering,ortus.rtu.lv
Journal of Disability Studies in Education,brill.com
Doboku-Gakkai-si,www.jstage.jst.go.jp
Journal of Antioxidant Activity,oap-journals.org
Santhet (Jurnal Sejarah Pendidikan Dan Humaniora),ejournal.uniba-bwi.ac.id
Entomologia,sei.pagepress.org
ArReDia,ojs.ufgd.edu.br
Groma Documenting archaeology,groma.unibo.it
Journal of Food Stability,foodstability.com
Trends in Nursing,fundisa.journals.ac.za
Journal of Otorhinolaryngology Hearing and Balance Medicine,www.mdpi.com
Research in Geophysics,www.pagepress.org
Journal of Clinical Infectious Diseases & Practice,www.omicsonline.org
Oncology Research and Reviews,www.oatext.com
Accurate Journal of Mechanical Engineering and Science,ejournal.pnc.ac.id
International Journal of Mechanical Systems Engineering,www.graphyonline.com
Ophthalmology Research,www.scivisionpub.com
International Journal of Cardiology and Research,scidoc.org
Materials Engineering Research,www.syncsci.com
FEAST Formal and Experimental Advances in Sign language Theory,www.raco.cat
Journal of Water Security,jws.asu.lt
المجله الدولیه للتعلیم بالانترنت,araedu.journals.ekb.eg
The Libyan Dentail Journal,www.academyih.org
International Journal of Linguistics and Computational Applications(IJLCA),irdp.info
Stigma Research and Action,stigmaj.org
e-Rhizome,www.e-rhizome.upol.cz
History of Women in the Americas,journals.sas.ac.uk
International Journal of Neural Networks and Advanced Applications,www.naun.org
Northeast Journal of Complex Systems,orb.binghamton.edu
SM Dentistry Journal,smjournals.com
COMPASS,sites.google.com
International Journal of Translation & Community Medicine,scidoc.org
Acta Universitatis de Carolo Eszterházy Nominatae Sectio Linguistica Hungarica,www.tesi.uni-eger.hu
Journal of Food Processing & Beverages,www.avensonline.org
Journal of Hematology and Blood Disorders,www.annexpublishers.com
Journal of Biophysics and Structural Biology,www.academicjournals.org
Journal of Medicine Study & Research,www.heraldopenaccess.us
Rethinking Ecology,rethinkingecology.pensoft.net
Journal of Pharmaceutical and Medicinal Research,jacsdirectory.com
Journal of Dry Eye Disease,jdryeyedisease.com
Journal of Geodesy and Geomatics Engineering,www.davidpublishing.com
Madridge Journal of Immunology,madridge.org
IHERING CUADERNOS DE CIENCIAS JURÍDICAS Y SOCIALES,revistas.fuesp.com
Innovations in Digital Health Diagnostics and Biomarkers,innovationsjournals.com
Issues and Trends in Learning Technologies,journals.librarypublishing.arizona.edu
The Open Horticulture Journal,www.benthamscience.com
Entomology Beginners,www.entomologybeginners.org
Journal of Research in Turkic Languages,resturlan.com
Les cours du CIRM,ccirm.cedram.org
Emperor Journal of Applied Scientific Research,www.mayaspublication.eijfmr.com
Revista LOGS Logística e Operações Globais Sustentáveis,editorarevistas.mackenzie.br
The Open Bone Journal,www.benthamscience.com
Scinzer Journal of Accounting and Management,scinzer.com
International journal of sales & marketing management research and development,www.tjprc.org
International Journal of Robotic Computing,www.kspress.org
Sri Lanka Journal of Medicine,www.sljm.sljol.info
Journal of South African Business Research,www.ibimapublishing.com
Revista de Investigación sobre Flamenco La Madrugá,revistas.um.es
Transmathematica,transmathematica.org
Religio Education,ejournal.upi.edu
Al-Zahra Journal for Islamic and Arabic Studies,journal.uinjkt.ac.id
The Open Evolution Journal,www.benthamscience.com
Research Journal of Soil Biology,scialert.net
X-Ray Optics and Instrumentation,www.hindawi.com
Trends in Evolutionary Biology,www.pagepress.org
Optofluidics Microfluidics and Nanofluidics,www.degruyter.com
Infotezy,www.ujk.edu.pl
Revista română de economie,www.revecon.ro
Asia Oceania journal of nuclear medicine and biology/‏‫‬‭Asia oceania journal of nuclear medicine and biology,aojnmb.mums.ac.ir
Jurnal Ulul Albab,journal.ummat.ac.id
Management Journal,www.sapientiae.com.br
Journal of Islamic Economics and Social Science (JIESS),publikasi.mercubuana.ac.id
International Journal of Innovation and Industrial Revolution,www.ijirev.com
Journal of Obesity and Bariatrics,www.avensonline.org
International Journal of Computational Mathematics,www.hindawi.com
Journal of Security Studies and Global Politics,sciplatform.com
VMIDEA,revia.areandina.edu.co
Austin Journal of Clinical Cardiology ,austinpublishinggroup.com
International journal of geohazards and environment,ojs.library.dal.ca
East African Scholars Journal of Engineering and Computer Sciences,www.easpublisher.com
Greener Journal of Microbiology and Antimicrobials,www.gjournals.org
Journal of Ecoacoustics,www.veruscript.com
Current Trends on Biostatistics and Biometrics,lupinepublishers.com
Vanderbilt Historical Review,vanderbilthistoricalreview.com
Annals of Robotic Innovative Surgery,e-aris.org
West East Journal of Social Sciences,www.weijournals.com
The Open Surgical Oncology Journal,www.benthamscience.com
The Communications in Information Science and Management Engineering,www.jcisme.org
Advances in Theoretical and Applied Mathematics,www.indianjournals.com
Edelweiss Journal of Biomedical Research and Review,edelweisspublications.com
Microbiology Discovery,www.hoajonline.com
Cendekia Jurnal Pendidikan Dan Pembelajaran,cendekia.soloclcs.org
RTR Revista Territorios y Regionalismos,revistasacademicas.udec.cl
Autoimmune and Infectious Diseases Open Access,www.sciforschenonline.org
Revista UNAH INNOV,die.unah.edu.hn
Journal of Biochemistry and Analytical studies,sciforschenonline.org
Psychological Disorders and Research,www.sciencerepository.org
Communications - Scientific letters of the University of Zilina,komunikacie.uniza.sk
Journal of Information Rights Policy and Practice,jirpp.winchesteruniversitypress.org
Hepatology and Pancreatic Science,www.omicsonline.org
Ad verba liberorum,www.degruyter.com
INTERNATIONAL JOURNAL OF RESEARCH IN ENGINEERING & SCIENCE,www.nvpublicationhouse.com
Raptor Journal,sciendo.com
Journal of Korean Institute for Reformed Studies,www.kci.go.kr
Polisemie,journals.warwick.ac.uk
Revista Acervo Educacional,acervomais.com.br
Journal of Integrated Elementary Education,journal.walisongo.ac.id
Marine Science,journal.sapub.org
International Journal of Science and Research Methodology,ijsrm.humanjournals.com
Phonological Data and Analysis,journals.linguisticsociety.org
Psychology and Human Development an international journal,www.sbp-journal.com
Arkitekturax Visión FUA,revistas.uamerica.edu.co
International Journal of Mechanical Engineering and Mechatronics,ijmem.avestia.com
International journal of history and research,www.tjprc.org
Journal of Medical and Biological Science Research,www.pearlresearchjournals.org
SABIR INTERNATIONAL BULLETIN OF APPLIED LINGUISTICS,ojs.ual.es
International Journal of Advanced Earth Science and Engineering,scientific.cloud-journals.com
SWS Journal of SOCIAL SCIENCES AND ART,ssa.sgemworld.at
Horticultural Biotechnology Research,updatepublishing.com
Journal of Brain Tumors & Neurooncology,www.omicsonline.org
Gases,www.mdpi.com
American Journal of Cancer Prevention,www.sciepub.com
Software Networking,www.riverpublishers.com
International Journal of Information Communication Technology and Applications,www.ajicta.org
Journal of Clinical Immunology and Immunopathology Research,www.academicjournals.org
ISRN Stroke,www.isrn.com
Sunsari Technical College Journal,www.nepjol.info
Jurnal Pengamas,ejournal.unkhair.ac.id
Korean Journal of Sexual Health,www.sexology.or.kr
Dental Research and Practice,www.oatext.com
International journal of applied psychology,www.sapub.org
Journal of Food Nutrition and Metabolism,www.sciencerepository.org
Financial Statistical Journal,systems.enpress-publisher.com
Journal of Polymer Science and Engineering,systems.enpress-publisher.com
Reflektika,ejournal.idia.ac.id
Naturae,www.sapientiae.com.br
JURNAL IT,ejurnal.stmikhandayani.ac.id
IQRO Journal of Islamic Education,ejournal.iainpalopo.ac.id
Letters in Information Technology Education (LITE),journal2.um.ac.id
ISRN Virology,www.isrn.com
SM Gerontology and Geriatric Research,smjournals.com
Makna Jurnal Kajian Komunikasi Bahasa dan Budaya,ejournal-unisma.net
Journal of Sharia Economics,journal.iaialhikmahtuban.ac.id
Theoretical and Applied Engineering,www.taaeufla.deg.ufla.br
Sustainable buildings,www.sustainable-buildings-journal.org
Progress in Preventive Medicine,journals.lww.com
Bible and the Contemporary World,ojs.st-andrews.ac.uk
Journal of Obesity and Diabetes,edelweisspublications.com
Journal of Imaging and Interventional Radiology,interventional-radiology.imedpub.com
Sinusitis,www.mdpi.com
Archives of Pathology and Clinical Research,www.heighpubs.org
Journal of Functional Food and Nutraceutical,journal.sgu.ac.id
Vaccines Research & Vaccination,www.heraldopenaccess.us
Journal of Epidemiology and Preventive Medicine,elynsgroup.com
International Journal of Innovative Science & Technology,www.ijistweb.com
Austin Journal of Gastroenterology,austinpublishinggroup.com
Journal of Vascular Diagnostics and Interventions,www.dovepress.com
Journal of Dentistry and Dental Medicine,www.boffinaccess.com
Glossa Psycholinguistics,escholarship.org
International Journal of Osteoporosis and Metabolic Disorders,ansinet.com
In_bo,in-bo.unibo.it
Studia Universitatis Moldaviae : Ştiinţe Exacte şi Economice (online)/Studia Universitas Moldaviae : Ştiinţe Exacte şi Economice,studiamsu.eu
Oncobiology and Targets,onbt.scholasticahq.com
Edu Komputika Journal,journal.unnes.ac.id
NapoliSana Campania,www.ipasvinapoli.org
JITU Journal Informatic Technology And Communication,ejournal.uby.ac.id
Journal of Technology and Innovation,www.ecorfan.org
Jurnal Geocivic,ejournal.unkhair.ac.id
OA Nephrology,www.oapublishinglondon.com
Contributions in New World Archaeology,www.cnwajournal.org
Caring Jurnal Keperawatan,e-journal.poltekkesjogja.ac.id
Journal of Research in Urology,urology.umsha.ac.ir
Научни трудове – Висше военноморско училище „Н Й Вапцаров“,journals.mu-varna.bg
Global Journal of Immunology and Allergic Diseases,www.synchropublisher.com
The Open Women s Health Journal,www.benthamscience.com
International Physiology Journal,www.openaccesspub.org
ISRN Parasitology,www.isrn.com
International Journal of Shari ah and Corporate Governance Research,www.cribfb.com
International Journal of Power and Energy Research,www.isaacpub.org
The Open Colorectal Cancer Journal,www.benthamscience.com
SM Journal of Nursing,www.smjournals.com
AYDIN ARAPÇA ARAŞTIRMALARI DERGİSİ,arapcadergisi.aydin.edu.tr
Swarthmore international relations journal,works.swarthmore.edu
Journal of Plant biology & Soil health,www.avensonline.org
Mathews Journal of Ophthalmology,mathewsopenaccess.com
Research in Education Assessment and Learning,www.iperc.org
Triticeae Genomics and Genetics,biopublisher.ca
Translational Medicine Reports,www.pagepressjournals.org
Journal of Cancer Sciences,www.avensonline.org
Journal of Marketing and Strategic Management,bibpurl.oclc.org
JURNAL INOVASI EDUKASI,ejournal.unaja.ac.id
Biomedical Data Journal,www.biomed-data.eu
International Journal of Political Theory,www.ijpt.ca
Jurnal Pemberdayaan Masyarakat Mandiri Indonesia (Indonesian Journal of Independent Community Empowerment),e-abdimas.unw.ac.id
Palestrica Of The Third Millennium - Civilization And Sport,www.pm3.ro
AIS Transactions on Enterprise Systems,www.enterprise-systems.net
LIAS Working Paper Series,journals.le.ac.uk
Uluslararası Eğitim Araştırmacıları Dergisi,dergipark.gov.tr
Orthopedics Research and Traumatology - Open Journal,openventio.org
Tree Genetics and Molecular Breeding,bio.sophiapublisher.com
Marmara business review,dergipark.gov.tr
American Journal of Computer Sciences and Applications,escipub.com
Annals of Infection,aoi.amegroups.com
Scholarly Assessment Reports,www.scholarlyassessmentreports.org
ICSES Transactions on Computer Networks and Communications,www.i-cses.com
Oncogen,www.oncogen.org
Journal of Technological Advances and Scientific Research,www.jtasr.com
Organs-on-a-Chip,www.journals.elsevier.com
Hematology and Leukemia,www.hoajonline.com
Review of Energy Technologies and Policy Research,www.pakinsight.com
Journal of Global Management Sciences,journals.cincader.org
Greener Journal of Geology and Earth Sciences,www.gjournals.org
ISRN Botany,www.isrn.com
TSW Development & Embryology,www.tswdevelopmentandembryology.com
Journal of Cardiobiology,www.avensonline.org
Forestry Economics Review,www.emeraldgrouppublishing.com
Gulf Education and Social Policy Review (GESPR),knepublishing.com
Journal of E-Government Studies and Best Practices,www.ibimapublishing.com
Clinical Cardiology and Cardiovascular Medicine,edelweisspublications.com
Operations Research and Applications An International Journal,airccse.com
Medical Epigenetics,www.karger.com
Case Reports in Pancreatic Cancer,online.liebertpub.com
Journal of Systems and Educational Management,www.ecorfan.org
JPMB Jurnal Pemberdayaan Masyarakat Berkarakter,journal-litbang-rekarta.co.id
Suburban Sustainability,scholarcommons.usf.edu
International Journal of Mountaineering and Climbing,dergi.tdf.gov.tr
Journal of Automation Electronics and Electrical Engineering,www.uniwersytetradom.pl
Journal of Nanotechnology,journals.cincader.org
Enseñanza de la Física,ojs.cfe.edu.uy
Journal of European Landscapes,journalofeuropeanlandscapes.eu
Research Journal of Information Technology,scialert.net
International Journal of Economics and Finance Studies,www.sobiad.org
Austin Journal of Clinical Ophthalmology ,austinpublishinggroup.com
ISRN Anatomy,www.isrn.com
American Research Journal of Orthopedics and Traumatology,www.arjonline.org
International Journal of Antennas,airccse.com
Journal of Ophthalmic Research and Ocular Care,scholarlypages.org
Scientiam Juris,sustenere.co
International Journal on Teaching and Learning Mathematics,ejournal.uin-malang.ac.id
Cytokines Their Relation with Mineral Dust Induced Diseases,www.heraldopenaccess.us
International Periodical of Recent Technologies in Applied Engineering,dergipark.org.tr
International Journal of Mathematics and Systems Science,systems.enpress-publisher.com
Atlas Journal of Materials Science,www.atlas-publishing.org
American Journal of Economics,www.sapub.org
Parataksis Jurnal Bahasa Sastra dan Pembelajaran Bahasa Indonesia,univpgri-palembang.ac.id
Mathews Journal of Pediatrics,www.mathewsopenaccess.com
Western Journal of Legal Studies,ir.lib.uwo.ca
AGROTECH JURNAL ILMIAH TEKNOLOGI PERTANIAN,ojs.widyamataram.ac.id
International Journal of Communication and Society,pubs2.ascee.org
Aloha International Journal of Health Advancement (AIJHA),journal.aloha.academy
Journal of Stem Cell Therapy and Transplantation,www.heighpubs.org
Journal of Autoimmune Disorders,autoimmunediseases.imedpub.com
Litikum,www.litikum.hu
Útügyi Lapok,utugyilapok.hu
Global Journal of Transformative Education,scholarworks.iu.edu
Greener Journal of Soil Science and Plant Nutrition,gjournals.org
CALYPTRA,journal.ubaya.ac.id
The Open Applied Physics Journal,www.benthamscience.com
Journal of Space Engineering,www.jstage.jst.go.jp
The Open Enzyme Inhibition Journal,www.benthamscience.com
Journal of rehabilitation in civil engineering,civiljournal.semnan.ac.ir
Rey desnudo,reydesnudo.com.ar
Tog,www.revistatog.com
Journal of Geriatrics and Palliative Care,www.avensonline.org
Journal of Learning and Teaching in Higher Education,journals.le.ac.uk
Jurnal Ekonomi Sakti (JES)/Jurnal Ekonomi Sakti,jes.stie-sak.ac.id
Alzheimer s Dementia & Cognitive Neurology,oatext.com
International Journal of RFID Security and Cryptography,www.infonomics-society.org
Modélisation et utilisation du contexte,www.openscience.fr
Journal of Behavior Therapy And Mental Health,openaccesspub.org
Gut Microbiome,www.cambridge.org
ECORFAN Journal Colombia,www.ecorfan.org
Hortscience Journal of Suez Canal University,hjsc.journals.ekb.eg
Старт в науке (Science Start),science-start.ru
Advances in Educational Research and Evaluation,www.syncsci.com
Revue ouverte d’ingénierie des systèmes d’information,www.openscience.fr
Al-Farabi International Journal on Social Sciences,www.injosos.com
Current Cancer Reports,www.syncsci.com
SM Journal of Nephrology and Kidney Diseases,smjournals.com
Demografija,demografija.gef.bg.ac.rs
Molecular Microbiology Research,bio.sophiapublisher.com
Journal of Hematology & Thrombosis,www.avensonline.org
Tourism and Travelling,businessperspectives.org
journal of Regenerative Medicine and Tissue Engineering,www.hoajonline.com
Omega Jurnal Fisika dan Pendidikan Fisika,omega.uhamka.ac.id
Wine Business Case Research Journal,wbcrj.scholasticahq.com
Discover Chemical Engineering,www.springer.com
The Open Information Systems Journal,www.benthamscience.com
Health of Humans,www.sapientiae.com.br
Global Journal of Fertility and Research,www.peertechz.com
Journal of Addictions and Therapies,www.gavinpublishers.com
Journal of Research in Mathematics Trends and Technology,jormtt.usu.ac.id
中医药研究前沿,www.front-sci.com
El cardo,pcient.uner.edu.ar
International Journal of Molecular Zoology,bio.sophiapublisher.com
Teknobiz Jurnal Ilmiah Program Studi Magister Teknik Mesin,teknobiz.univpancasila.ac.id
Mathal Journal of Islamic and Middle Eastern Multidisciplinary Studies,pubs.lib.uiowa.edu
International Journal of Systems Engineering,www.sciencepublishinggroup.com
Madridge Journal of Vaccines,madridge.org
International Journal of Nuclear Energy,www.hindawi.com
Community Change,www.communitychange.ipg.vt.edu
Journal of Environmental Geology,www.pulsus.com
Journal of Surgery and Operative Care,www.annexpublishers.com
International Journal of Computational Science Information Technology and Control Engineering,airccse.com
Sinusitis,www.mdpi.com
Open Journal of Tropical Medicine,www.peertechz.com
Central European Journal of Politics,www.cejop.cz
The Programming Historian en français,programminghistorian.org
Universal Journal of Clinical Medicine,www.hrpub.org
Marketing – from Information to Decision Journal,econ.ubbcluj.ro
Revista Hades,massacres-e-genocidios.com.br
Transplantation Open,oatext.com
Journal of University of Babylon for Humanities,www.journalofbabylon.com
Education Innovation Diversity,journals.rta.lv
nall,www.nall.nl
International Journal of Research Studies in Computing,www.consortiacademia.org
Global Journal of Urology and Nephrology,escipub.com
Integrative Gastroenterology and Hepatology,www.gratisoa.org
Endoplasmic Reticulum Stress in Diseases,www.degruyter.com
Journal of Biosensors Biomarkers and Diagnostics,symbiosisonlinepublishing.com
International Journal of Agricultural and Life sciences,www.skyfox.co
Éducation Francophone en Milieu Minoritaire,journals.library.ualberta.ca
Frontiers of Mechatronical Engineering,ojs.piscomed.com
Journal of Intelligent Computing,www.dline.info
International Journal of Fuzzy Systems and Advanced Applications,www.naun.org
Dentistry Oral Health & Cosmesis,www.heraldopenaccess.us
International journal of statistics and systems,indianjournals.com
Meliora International Journal of Student Sustainability Research,meliora.soton.ac.uk
International Journal of Air-Conditioning and Refrigeration,www.springer.com
GMJ Medicine,icir.pub
Soft Computing Letters,www.journals.elsevier.com
Journal of Reward Deficiency Syndrome and Addiction Science,blumsrewarddeficiencysyndrome.com
Belom Bahadat,ejournal.iahntp.ac.id
国际老年护理学,bibpurl.oclc.org
SM Journal of Sleep Disorders,smjournals.com
Immunological Disorders and Immunotherapy,www.longdom.org
Revista Arista-Crítica,revistas.unilibre.edu.co
Jurnal Bahasa Indonesia bagi Penutur Asing (JBIPA),ojs.badanbahasa.kemdikbud.go.id
Medical Devices and Diagnostic Engineering,oatext.com
Current Research in Virological Science,www.journals.elsevier.com
Journal of Otolaryngology Advances,openaccesspub.org
Dnipropetrovsk University Bulletin History & Archaeology series,via.dp.ua
Journal Microeconomics,www.rinoe.org
International Journal of Real Options and Strategy,www.jstage.jst.go.jp
Matters Select,sciencematters.io
Arxiu d Etnografia de Catalunya,revistes.urv.cat
Immunology and Immunogenetics Insights,www.la-press.com
Journal of Theoretical Computational and Applied Mechanics,jtcam.episciences.org
International journal of clinical nutrition,www.sciepub.com
Open Journal of Bacteriology,www.peertechz.com
International Journal of Clinical Pathology and Diagnosis,gavinpublishers.com
Austin Journal of Nephrology and Hypertension,austinpublishinggroup.com
Enfoque Latinoamericano,revistas.ul.edu.co
Border and Regional Studies,czasopisma.uni.opole.pl
ISRN Robotics,www.isrn.com
Journal of multi business model innovation and technology,riverpublishers.com
Bali Journal of Ophthalmology,balijournalophth.org
Journal of Administrative Sciences and Policy Studies,aripd.org
International Journal of Bone and Rheumatology Research,scidoc.org
Translational Research in Veterinary Science,apcz.umk.pl
Risk and Financial Management,j.ideasspread.org
Revista de Ciência da Computação,periodicos2.uesb.br
International Journal of Clinical and Biological Sciences,ijcbs.com
Jurnal Konseling Komprehensif Kajian Teori dan Praktik Bimbingan dan Konseling,ejournal.unsri.ac.id
Project Management Research and Practice,epress.lib.uts.edu.au
IAFOR Journal of the Social Sciences,iafor.org
Actualidad Contable FACES,www.saber.ula.ve
ENFERMERÍA ONCOLÓGICA,www.seeo.org
The Open Lung Cancer Journal,www.benthamscience.com
Balkan Journal of Geometry and its Applications,www.mathem.pub.ro
Jurnal Ilmiah Hukum DE JURE Kajian Ilmiah Hukum,journal.unsika.ac.id
Barents Studies,www.barentsinfo.org
Muṭāli̒āt-i mudīriyyat-i gardishgarī,tms.atu.ac.ir
Epistemología e Historia de la Ciencia,revistas.unc.edu.ar
Nanoscale Systems Mathematical Modeling Theory and Applications,www.degruyter.com
Frantice.net,www.frantice.net
Andrews University seminary student journal,bibpurl.oclc.org
Synergies Chine,gerflint.fr
GMS. Interdisciplinary plastic and reconstructive surgery DGPW,www.egms.de
HipoTesis Serie Numerada,www.hipo-tesis.eu
Cambridge Journal of Eurasian Studies,www.veruscript.com
ACME,acme-journal.org
Translational Metabolic Syndrome Research,www.sciencedirect.com
Austin Otolaryngology ,austinpublishinggroup.com
Iranian Journal of Cancer Care,ijca.ir
ASTRA Proceedings,www.astra-proc.net
Journal of African Research in Business & Technology,www.ibimapublishing.com
Berdikari Jurnal Pengabdian Masyarakat Indonesia,jurnaljpmi.com
Journal of Research in Public Health Sciences,journal.panca-bhakti.ac.id
ESPACIOS EN BLANCO Revista de educación,ojs2.fch.unicen.edu.ar:8080
Journal of Blood Disorders and Medicine,sciforschenonline.org
Bioethics in Faith and Practice,digitalcommons.cedarville.edu
La Junta (São Paulo),www.revistas.usp.br
Vision Letters,openjournals.uwaterloo.ca
#CritEdPol Journal of Critical Education Policy Studies at Swarthmore College,works.swarthmore.edu
Madridge Journal of Analytical Sciences and Instrumentation,madridge.org
Journal of New Media and Mass Communication,www.pakinsight.com
The Open General & Internal Medicine Journal,www.benthamscience.com
Mathews Journal of Neurology,www.mathewsopenaccess.com
Worldview-Philosophy-Religion,wpr.sumdu.edu.ua
Journal of Toxins,www.avensonline.org
PSYCHTECH & HEALTH JOURNAL,www.psychtech-journal.com
European Journal of Health Sciences,www.eurjhs.com
Gagasan Pendidikan Indonesia,jurnal.untirta.ac.id
Journal of Electrical Engineering and Science,djeee.org
Journal of Computer-Assisted Linguistic Research,polipapers.upv.es
International Journal of Microbiology & Advanced Immunology,www.scidoc.org
Journal of Neuroscience and Neurosurgery,www.boffinaccess.com
Journal of Child Development Studies,journal.ipb.ac.id
Medical Education Development,www.pagepress.org
EAI Endorsed Transactions on Self-Adaptive Systems,eudl.eu
ISRN Addiction,www.isrn.com
Internet des objets,www.openscience.fr
Sains Aplikasi Komputasi dan Teknologi Informasi,e-journals.unmul.ac.id
Jurnal Ilmu Ekonomi dan Sosial (JIES),publikasi.mercubuana.ac.id
Journal of Clinical Developmental Biology,clinical-developmental-biology.imedpub.com
Crossing Borders A Multidisciplinary Journal of Undergraduate Scholarship,newprairiepress.org
Contemporary mathematics and statistics,cms.uscip.us
Acta Universitatis de Carolo Eszterházy Nominatae Sectio paedagogica,www.tesi.uni-eger.hu
Interdisciplinary Legal Research (ILR),www.ilrjournal.ir
ESTIMASI Journal of Statistics and Its Application,journal.unhas.ac.id
Annals of Circulation,www.peertechz.com
Living Reviews in European Governance,www.europeangovernance-livingreviews.org
International Journal of High Throughput Screening,www.dovepress.com
Advances in Cancer Research & Treatment,www.ibimapublishing.com
Journal of Immunology and Infectious Diseases,www.annexpublishers.com
Écosystème,chambreblanche.qc.ca
Journal of Intelligent Computing & Health Informatics,jurnal.unimus.ac.id
IAFOR Journal of Asian Studies,iafor.org
Supramolecular Materials,www.sciencedirect.com
CATALOG OREGON STATE ARTHROPOD COLLECTION,journals.oregondigital.org
International Journal of Clinical Anesthesia and Research,www.heighpubs.org
Online Journal of Earth Sciences,www.medwelljournals.com
PARETO Jurnal Ekonomi dan Kebijakan Publik,journals.unihaz.ac.id
International Journal of Photochemistry,www.hindawi.com
Journal of English Education Literature and Linguistics,ojs.stkippgri-lubuklinggau.ac.id
Indonesian Journal of Health Research,e-journal.stikesjembrana.ac.id
Transactions of Mathematics and Its Applications,academic.oup.com
Journal of Organizational Knolwedge Management,www.ibimapublishing.com
Social Inquiry into Well-Being,ojs.mruni.eu
Journal of Computational Medicine,www.hindawi.com
Revista ExperimentArt,periodicos.ufpa.br
Journal of Social Researches,www.ecorfan.org
MathematicS In Action,msia.cedram.org
Ugdymo psichologija,ei.libis.lt
International Research Journal of Insect Sciences,www.pakinsight.com
Journal of the Institute of Positioning Navigation and Timing of Japan,www.jstage.jst.go.jp
International Journal of Analytical Techniques,symbiosisonlinepublishing.com
INTERNATIONAL JOURNAL OF RESEARCH IN LAW ECONOMIC AND SOCIAL SCIENCES,jhmb.ac.id
QUARKS Brazilian Electronic Journal of Physics Chemistry and Materials Science,periodicos.ufjf.br
Synthesis and Catalysis Open Access,www.imedpub.com
Research and Reports in Medicinal Chemistry,www.dovepress.com
Journal of Respiratory Medicine,www.hindawi.com
INTERNATIONAL JOURNAL OF PHARMACEUTICAL EDUCATION AND RESEARCH (IJPER),ijper.in
Nursing Inside Community,ejournal.stikesnh.ac.id
Novitates Paleoentomologicae,journals.ku.edu
American journal of agricultural science and technology,ajast.uscip.us
Computer Software and Media Applications,systems.enpress-publisher.com
International Journal of Animal Research,escipub.com
ELE Reviews English Language Education Reviews,ejournal.uinsaid.ac.id
Dataset Papers in Science,www.hindawi.com
International Journal of Tumor Therapy,journal.sapub.org
Archives of Natural and Medicinal Chemistry,www.gavinpublishers.com
Journal of Food Nutrition and Agriculture,phoenixpub.org
Medievalia,revistas-filologicas.unam.mx
Nanoscience and Nanotechnology,ojs.whioce.com
Global Journal of Nursing,escipub.com
Pasupati,www.ojs.stahdnj.ac.id
Revista de la Asociación Argentina de Derecho Administrativo,bibliotecavirtual.unl.edu.ar
Journal of Environmental Science and Allied Research,norcaloa.com
Pediatrics and Neonatal Nursing Open Access,www.sciforschenonline.org
Online Journal of Primary and Preschool Education,ojppe.eu
Global Journal of Life Sciences and Biological Research,gifre.org
Journal Health Education and Welfare,www.rinoe.org
Neurophysiology and Rehabilitation,edelweisspublications.com
Journal-Agrarian and Natural Resource Economics,www.rinoe.org
Digital Economic Management and Accounting Knowledge Development (DEMAnD),ejournal.stiepgri.ac.id
BRAZILIAN ELECTRONIC JOURNAL OF MATHEMATICS,www.seer.ufu.br
Anjoro International Journal of Agriculture and Business,ojs.unsulbar.ac.id
Journal of Advanced Therapies and Medical Innovation Sciences,j-atamis.org
Journal of the Philosophy of Games,www.journals.uio.no
Milan Law Review,riviste.unimi.it
International Journal of eBusiness and eGovernment Studies,www.sobiad.org
The Open Anatomy Journal,www.benthamscience.com
Canadian journal of speech-language pathology and audiology,sac-oac.ca
The Open Cancer Immunology Journal,benthamopen.com
Rivista di psicologia dell'emergenza e dell'assistenza umanitaria,www.psicologiperipopoli.it
Ambulatory Anesthesia,www.dovepress.com
Lingue antiche e moderne,lingue-antiche-e-moderne.it
‏‫‬‭̒Ulūm-i pīrā/pizishkī va tavānbakhshī/‏‫‬‭̒Ulūm-i pīrā/pizishkī va tavānbakhshī,jpsr.mums.ac.ir
Open Health Data,openhealthdata.metajnl.com
Pensamiento al margen,www.pensamientoalmargen.com
The Open Arthritis Journal,www.benthamscience.com
American Research Journal of Medicine and Surgery,www.arjonline.org
